| 9D37h | 00111001 | (39h)
| 9D38h | 01011011 | (5Bh)
| 9D39h | 00001110 | (0Eh)
| 9D3Ah | 10100101 | (A5h)
| 9D3Bh | 00010110 | (16h)
| 9D3Ch | 01001001 | (49h)
| 9D3Dh | 10001001 | (89h)
| 9D3Eh | 11101100 | (ECh)
| 9D3Fh | 10101111 | (AFh)
| 9D40h | 11011101 | (DDh)
| 9D41h | 11000010 | (C2h)
| 9D42h | 10101000 | (A8h)
| 9D43h | 11000000 | (C0h)
| 9D44h | 11010010 | (D2h)
| 9D45h | 01010010 | (52h)
| 9D46h | 11110011 | (F3h)
| 9D47h | 00011011 | (1Bh)
| 9D48h | 10000000 | (80h)
| 9D49h | 00010111 | (17h)
| 9D4Ah | 01111100 | (7Ch)
| 9D4Bh | 11000101 | (C5h)
| 9D4Ch | 01100011 | (63h)
| 9D4Dh | 11010000 | (D0h)
| 9D4Eh | 00100111 | (27h)
| 9D4Fh | 11111100 | (FCh)
| 9D50h | 10001100 | (8Ch)
| 9D51h | 11000010 | (C2h)
| 9D52h | 11101111 | (EFh)
| 9D53h | 00110110 | (36h)
| 9D54h | 11111100 | (FCh)
| 9D55h | 01010111 | (57h)
| 9D56h | 01011110 | (5Eh)
| 9D57h | 11111101 | (FDh)
| 9D58h | 11101110 | (EEh)
| 9D59h | 10110110 | (B6h)
| 9D5Ah | 01010001 | (51h)
| 9D5Bh | 00011010 | (1Ah)
| 9D5Ch | 10010100 | (94h)
| 9D5Dh | 01110000 | (70h)
| 9D5Eh | 01100110 | (66h)
| 9D5Fh | 10110011 | (B3h)
| 9D60h | 10111000 | (B8h)
| 9D61h | 00111010 | (3Ah)
| 9D62h | 10111111 | (BFh)
| 9D63h | 01100101 | (65h)
| 9D64h | 00110101 | (35h)
| 9D65h | 10101011 | (ABh)
| 9D66h | 00111010 | (3Ah)
| 9D67h | 00100101 | (25h)
| 9D68h | 11100111 | (E7h)
| 9D69h | 01100110 | (66h)
| 9D6Ah | 10000101 | (85h)
| 9D6Bh | 10011101 | (9Dh)
| 9D6Ch | 00100100 | (24h)
| 9D6Dh | 10011000 | (98h)
| 9D6Eh | 11010110 | (D6h)
| 9D6Fh | 01100101 | (65h)
| 9D70h | 11111001 | (F9h)
| 9D71h | 00111111 | (3Fh)
| 9D72h | 00101111 | (2Fh)
| 9D73h | 11011110 | (DEh)
| 9D74h | 11010111 | (D7h)
| 9D75h | 00101110 | (2Eh)
| 9D76h | 01001101 | (4Dh)
| 9D77h | 10100111 | (A7h)
| 9D78h | 00011110 | (1Eh)
| 9D79h | 01001011 | (4Bh)
| 9D7Ah | 10101000 | (A8h)
| 9D7Bh | 11011111 | (DFh)
| 9D7Ch | 11101011 | (EBh)
| 9D7Dh | 00111011 | (3Bh)
| 9D7Eh | 11000011 | (C3h)
| 9D7Fh | 01101111 | (6Fh)
| 9D80h | 11010011 | (D3h)
| 9D81h | 00011011 | (1Bh)
| 9D82h | 01111101 | (7Dh)
| 9D83h | 00100010 | (22h)
| 9D84h | 10100111 | (A7h)
| 9D85h | 00000100 | (04h)
| 9D86h | 00101000 | (28h)
| 9D87h | 11101111 | (EFh)
| 9D88h | 00101110 | (2Eh)
| 9D89h | 10010110 | (96h)
| 9D8Ah | 01010011 | (53h)
| 9D8Bh | 11011100 | (DCh)
| 9D8Ch | 01110000 | (70h)
| 9D8Dh | 10000001 | (81h)
| 9D8Eh | 00010000 | (10h)
| 9D8Fh | 10111000 | (B8h)
| 9D90h | 11000011 | (C3h)
| 9D91h | 10000100 | (84h)
| 9D92h | 10110010 | (B2h)
| 9D93h | 10010000 | (90h)
| 9D94h | 00100000 | (20h)
| 9D95h | 00011000 | (18h)
| 9D96h | 11010101 | (D5h)
| 9D97h | 01011100 | (5Ch)
| 9D98h | 01101111 | (6Fh)
| 9D99h | 10000101 | (85h)
| 9D9Ah | 00110010 | (32h)
| 9D9Bh | 10100111 | (A7h)
| 9D9Ch | 00011100 | (1Ch)
| 9D9Dh | 00011011 | (1Bh)
| 9D9Eh | 11111111 | (FFh)
| 9D9Fh | 10110111 | (B7h)
| 9DA0h | 10111100 | (BCh)
| 9DA1h | 11011001 | (D9h)
| 9DA2h | 10001100 | (8Ch)
| 9DA3h | 11011111 | (DFh)
| 9DA4h | 00100110 | (26h)
| 9DA5h | 01111010 | (7Ah)
| 9DA6h | 10111010 | (BAh)
| 9DA7h | 00110011 | (33h)
| 9DA8h | 00111010 | (3Ah)
| 9DA9h | 10101110 | (AEh)
| 9DAAh | 00011010 | (1Ah)
| 9DABh | 00011100 | (1Ch)
| 9DACh | 00100110 | (26h)
| 9DADh | 11100111 | (E7h)
| 9DAEh | 01001010 | (4Ah)
| 9DAFh | 11010101 | (D5h)
| 9DB0h | 10010110 | (96h)
| 9DB1h | 11111111 | (FFh)
| 9DB2h | 11100110 | (E6h)
| 9DB3h | 11110111 | (F7h)
| 9DB4h | 01001111 | (4Fh)
| 9DB5h | 00000001 | (01h)
| 9DB6h | 00101000 | (28h)
| 9DB7h | 11100000 | (E0h)
| 9DB8h | 11110000 | (F0h)
| 9DB9h | 01000100 | (44h)
| 9DBAh | 10010100 | (94h)
| 9DBBh | 10001101 | (8Dh)
| 9DBCh | 01011100 | (5Ch)
| 9DBDh | 01110110 | (76h)
| 9DBEh | 10111001 | (B9h)
| 9DBFh | 01001000 | (48h)
| 9DC0h | 11110100 | (F4h)
| 9DC1h | 10001101 | (8Dh)
| 9DC2h | 11000000 | (C0h)
| 9DC3h | 00001010 | (0Ah)
| 9DC4h | 01111011 | (7Bh)
| 9DC5h | 01110110 | (76h)
| 9DC6h | 10011011 | (9Bh)
| 9DC7h | 01011111 | (5Fh)
| 9DC8h | 00110000 | (30h)
| 9DC9h | 11111110 | (FEh)
| 9DCAh | 11010101 | (D5h)
| 9DCBh | 11000100 | (C4h)
| 9DCCh | 01010000 | (50h)
| 9DCDh | 10101110 | (AEh)
| 9DCEh | 10101000 | (A8h)
| 9DCFh | 10011100 | (9Ch)
| 9DD0h | 01001001 | (49h)
| 9DD1h | 11000100 | (C4h)
| 9DD2h | 11000011 | (C3h)
| 9DD3h | 01100011 | (63h)
| 9DD4h | 00101001 | (29h)
| 9DD5h | 10110001 | (B1h)
| 9DD6h | 01111001 | (79h)
| 9DD7h | 10110100 | (B4h)
| 9DD8h | 00001011 | (0Bh)
| 9DD9h | 00000101 | (05h)
| 9DDAh | 01101010 | (6Ah)
| 9DDBh | 11010110 | (D6h)
| 9DDCh | 11010100 | (D4h)
| 9DDDh | 00111111 | (3Fh)
| 9DDEh | 10011010 | (9Ah)
| 9DDFh | 01100010 | (62h)
| 9DE0h | 10011110 | (9Eh)
| 9DE1h | 10110100 | (B4h)
| 9DE2h | 11001110 | (CEh)
| 9DE3h | 11101001 | (E9h)
| 9DE4h | 01011011 | (5Bh)
| 9DE5h | 00000010 | (02h)
| 9DE6h | 00110010 | (32h)
| 9DE7h | 00100011 | (23h)
| 9DE8h | 01110001 | (71h)
| 9DE9h | 10110101 | (B5h)
| 9DEAh | 11001001 | (C9h)
| 9DEBh | 11000011 | (C3h)
| 9DECh | 11100111 | (E7h)
| 9DEDh | 00010101 | (15h)
| 9DEEh | 11000101 | (C5h)
| 9DEFh | 00100011 | (23h)
| 9DF0h | 11110111 | (F7h)
| 9DF1h | 10110001 | (B1h)
| 9DF2h | 11100000 | (E0h)
| 9DF3h | 10111000 | (B8h)
| 9DF4h | 01001010 | (4Ah)
| 9DF5h | 10001100 | (8Ch)
| 9DF6h | 10001000 | (88h)
| 9DF7h | 11101101 | (EDh)
| 9DF8h | 01101000 | (68h)
| 9DF9h | 10101111 | (AFh)
| 9DFAh | 01001001 | (49h)
| 9DFBh | 01000001 | (41h)
| 9DFCh | 10000011 | (83h)
| 9DFDh | 01001111 | (4Fh)
| 9DFEh | 01101110 | (6Eh)
| 9DFFh | 10111000 | (B8h)
| 9E00h | 00101111 | (2Fh)
| 9E01h | 11100111 | (E7h)
| 9E02h | 10111010 | (BAh)
| 9E03h | 11000000 | (C0h)
| 9E04h | 01000101 | (45h)
| 9E05h | 11101100 | (ECh)
| 9E06h | 11000000 | (C0h)
| 9E07h | 11100010 | (E2h)
| 9E08h | 00101011 | (2Bh)
| 9E09h | 00110101 | (35h)
| 9E0Ah | 11010011 | (D3h)
| 9E0Bh | 00111110 | (3Eh)
| 9E0Ch | 00010010 | (12h)
| 9E0Dh | 00001011 | (0Bh)
| 9E0Eh | 00011011 | (1Bh)
| 9E0Fh | 00000110 | (06h)
| 9E10h | 01011010 | (5Ah)
| 9E11h | 00011110 | (1Eh)
| 9E12h | 10011100 | (9Ch)
| 9E13h | 01001110 | (4Eh)
| 9E14h | 11000111 | (C7h)
| 9E15h | 01101010 | (6Ah)
| 9E16h | 11110110 | (F6h)
| 9E17h | 00011000 | (18h)
| 9E18h | 11110101 | (F5h)
| 9E19h | 00001101 | (0Dh)
| 9E1Ah | 11111110 | (FEh)
| 9E1Bh | 11101001 | (E9h)
| 9E1Ch | 01101101 | (6Dh)
| 9E1Dh | 00101010 | (2Ah)
| 9E1Eh | 10111111 | (BFh)
| 9E1Fh | 11111000 | (F8h)
| 9E20h | 01101110 | (6Eh)
| 9E21h | 10010101 | (95h)
| 9E22h | 01101000 | (68h)
| 9E23h | 01111000 | (78h)
| 9E24h | 01100011 | (63h)
| 9E25h | 11101110 | (EEh)
| 9E26h | 10000001 | (81h)
| 9E27h | 10010001 | (91h)
| 9E28h | 10010000 | (90h)
| 9E29h | 10111000 | (B8h)
| 9E2Ah | 10101011 | (ABh)
| 9E2Bh | 01111111 | (7Fh)
| 9E2Ch | 11111101 | (FDh)
| 9E2Dh | 10110111 | (B7h)
| 9E2Eh | 10101011 | (ABh)
| 9E2Fh | 11101110 | (EEh)
| 9E30h | 00111101 | (3Dh)
| 9E31h | 01110010 | (72h)
| 9E32h | 11000010 | (C2h)
| 9E33h | 11000110 | (C6h)
| 9E34h | 00001101 | (0Dh)
| 9E35h | 10011111 | (9Fh)
| 9E36h | 11011010 | (DAh)
| 9E37h | 01101010 | (6Ah)
| 9E38h | 01010100 | (54h)
| 9E39h | 00100110 | (26h)
| 9E3Ah | 01111100 | (7Ch)
| 9E3Bh | 01101101 | (6Dh)
| 9E3Ch | 10101100 | (ACh)
| 9E3Dh | 11001000 | (C8h)
| 9E3Eh | 01111111 | (7Fh)
| 9E3Fh | 01101100 | (6Ch)
| 9E40h | 10001010 | (8Ah)
| 9E41h | 01001001 | (49h)
| 9E42h | 00111100 | (3Ch)
| 9E43h | 01110000 | (70h)
| 9E44h | 11111000 | (F8h)
| 9E45h | 01001111 | (4Fh)
| 9E46h | 10011110 | (9Eh)
| 9E47h | 11111001 | (F9h)
| 9E48h | 11111101 | (FDh)
| 9E49h | 10011010 | (9Ah)
| 9E4Ah | 00110011 | (33h)
| 9E4Bh | 10101101 | (ADh)
| 9E4Ch | 10001010 | (8Ah)
| 9E4Dh | 11110010 | (F2h)
| 9E4Eh | 00111011 | (3Bh)
| 9E4Fh | 10110101 | (B5h)
| 9E50h | 01101110 | (6Eh)
| 9E51h | 00011100 | (1Ch)
| 9E52h | 00010111 | (17h)
| 9E53h | 00010010 | (12h)
| 9E54h | 01001101 | (4Dh)
| 9E55h | 00111011 | (3Bh)
| 9E56h | 11011000 | (D8h)
| 9E57h | 10100011 | (A3h)
| 9E58h | 11010011 | (D3h)
| 9E59h | 00001111 | (0Fh)
| 9E5Ah | 11001010 | (CAh)
| 9E5Bh | 11111111 | (FFh)
| 9E5Ch | 01001111 | (4Fh)
| 9E5Dh | 00111000 | (38h)
| 9E5Eh | 11111101 | (FDh)
| 9E5Fh | 00000110 | (06h)
| 9E60h | 01111010 | (7Ah)
| 9E61h | 11010110 | (D6h)
| 9E62h | 01000111 | (47h)
| 9E63h | 00001110 | (0Eh)
| 9E64h | 10010000 | (90h)
| 9E65h | 10011000 | (98h)
| 9E66h | 00110100 | (34h)
| 9E67h | 00001011 | (0Bh)
| 9E68h | 11010011 | (D3h)
| 9E69h | 10111100 | (BCh)
| 9E6Ah | 00100100 | (24h)
| 9E6Bh | 00001011 | (0Bh)
| 9E6Ch | 01011000 | (58h)
| 9E6Dh | 01000011 | (43h)
| 9E6Eh | 11111111 | (FFh)
| 9E6Fh | 11110110 | (F6h)
| 9E70h | 10101111 | (AFh)
| 9E71h | 10110101 | (B5h)
| 9E72h | 10000000 | (80h)
| 9E73h | 01000111 | (47h)
| 9E74h | 01100000 | (60h)
| 9E75h | 00000110 | (06h)
| 9E76h | 11001011 | (CBh)
| 9E77h | 00100011 | (23h)
| 9E78h | 10000001 | (81h)
| 9E79h | 10001100 | (8Ch)
| 9E7Ah | 00111010 | (3Ah)
| 9E7Bh | 11000010 | (C2h)
| 9E7Ch | 10101010 | (AAh)
| 9E7Dh | 00100001 | (21h)
| 9E7Eh | 00110010 | (32h)
| 9E7Fh | 00010011 | (13h)
| 9E80h | 10111000 | (B8h)
| 9E81h | 10101101 | (ADh)
| 9E82h | 11111110 | (FEh)
| 9E83h | 00010110 | (16h)
| 9E84h | 01001101 | (4Dh)
| 9E85h | 11010101 | (D5h)
| 9E86h | 01001100 | (4Ch)
| 9E87h | 11111011 | (FBh)
| 9E88h | 10101001 | (A9h)
| 9E89h | 11001100 | (CCh)
| 9E8Ah | 00001010 | (0Ah)
| 9E8Bh | 01011101 | (5Dh)
| 9E8Ch | 00100000 | (20h)
| 9E8Dh | 10111010 | (BAh)
| 9E8Eh | 11111000 | (F8h)
| 9E8Fh | 00000010 | (02h)
| 9E90h | 00101000 | (28h)
| 9E91h | 01110011 | (73h)
| 9E92h | 11000010 | (C2h)
| 9E93h | 10011101 | (9Dh)
| 9E94h | 11110010 | (F2h)
| 9E95h | 01110001 | (71h)
| 9E96h | 00000100 | (04h)
| 9E97h | 00010011 | (13h)
| 9E98h | 10011000 | (98h)
| 9E99h | 10111000 | (B8h)
| 9E9Ah | 00100010 | (22h)
| 9E9Bh | 11110011 | (F3h)
| 9E9Ch | 11001101 | (CDh)
| 9E9Dh | 00001101 | (0Dh)
| 9E9Eh | 10110110 | (B6h)
| 9E9Fh | 00001000 | (08h)
| 9EA0h | 00000101 | (05h)
| 9EA1h | 00100010 | (22h)
| 9EA2h | 10101001 | (A9h)
| 9EA3h | 00010101 | (15h)
| 9EA4h | 00100001 | (21h)
| 9EA5h | 10100110 | (A6h)
| 9EA6h | 10101000 | (A8h)
| 9EA7h | 10110010 | (B2h)
| 9EA8h | 01000001 | (41h)
| 9EA9h | 11000101 | (C5h)
| 9EAAh | 10010000 | (90h)
| 9EABh | 01000100 | (44h)
| 9EACh | 00010110 | (16h)
| 9EADh | 00000000 | (00h)
| 9EAEh | 00100010 | (22h)
| 9EAFh | 01110101 | (75h)
| 9EB0h | 10100101 | (A5h)
| 9EB1h | 11101100 | (ECh)
| 9EB2h | 11111010 | (FAh)
| 9EB3h | 11011011 | (DBh)
| 9EB4h | 11000110 | (C6h)
| 9EB5h | 00100100 | (24h)
| 9EB6h | 01001110 | (4Eh)
| 9EB7h | 01100010 | (62h)
| 9EB8h | 11100111 | (E7h)
| 9EB9h | 11111100 | (FCh)
| 9EBAh | 00000101 | (05h)
| 9EBBh | 10001110 | (8Eh)
| 9EBCh | 01111011 | (7Bh)
| 9EBDh | 01100010 | (62h)
| 9EBEh | 11001111 | (CFh)
| 9EBFh | 00001000 | (08h)
| 9EC0h | 00100111 | (27h)
| 9EC1h | 01001111 | (4Fh)
| 9EC2h | 11111001 | (F9h)
| 9EC3h | 00110010 | (32h)
| 9EC4h | 01001101 | (4Dh)
| 9EC5h | 00100100 | (24h)
| 9EC6h | 11001000 | (C8h)
| 9EC7h | 01010100 | (54h)
| 9EC8h | 10111110 | (BEh)
| 9EC9h | 00111001 | (39h)
| 9ECAh | 11011011 | (DBh)
| 9ECBh | 10111110 | (BEh)
| 9ECCh | 00100011 | (23h)
| 9ECDh | 00101000 | (28h)
| 9ECEh | 00001111 | (0Fh)
| 9ECFh | 10111000 | (B8h)
| 9ED0h | 01011001 | (59h)
| 9ED1h | 11000101 | (C5h)
| 9ED2h | 11101100 | (ECh)
| 9ED3h | 11110001 | (F1h)
| 9ED4h | 10001010 | (8Ah)
| 9ED5h | 01001101 | (4Dh)
| 9ED6h | 10011100 | (9Ch)
| 9ED7h | 00011001 | (19h)
| 9ED8h | 10001110 | (8Eh)
| 9ED9h | 01000111 | (47h)
| 9EDAh | 10000010 | (82h)
| 9EDBh | 10110000 | (B0h)
| 9EDCh | 10010111 | (97h)
| 9EDDh | 00010010 | (12h)
| 9EDEh | 01111110 | (7Eh)
| 9EDFh | 10011100 | (9Ch)
| 9EE0h | 00011011 | (1Bh)
| 9EE1h | 00010010 | (12h)
| 9EE2h | 11000101 | (C5h)
| 9EE3h | 11000000 | (C0h)
| 9EE4h | 01110110 | (76h)
| 9EE5h | 00010010 | (12h)
| 9EE6h | 10011101 | (9Dh)
| 9EE7h | 11101001 | (E9h)
| 9EE8h | 01101001 | (69h)
| 9EE9h | 10111010 | (BAh)
| 9EEAh | 10101100 | (ACh)
| 9EEBh | 11110110 | (F6h)
| 9EECh | 10110100 | (B4h)
| 9EEDh | 11110101 | (F5h)
| 9EEEh | 01011101 | (5Dh)
| 9EEFh | 10101000 | (A8h)
| 9EF0h | 11111001 | (F9h)
| 9EF1h | 11111100 | (FCh)
| 9EF2h | 00001110 | (0Eh)
| 9EF3h | 01110100 | (74h)
| 9EF4h | 11001111 | (CFh)
| 9EF5h | 00010000 | (10h)
| 9EF6h | 10010111 | (97h)
| 9EF7h | 11110110 | (F6h)
| 9EF8h | 01101011 | (6Bh)
| 9EF9h | 01000010 | (42h)
| 9EFAh | 01000100 | (44h)
| 9EFBh | 11100001 | (E1h)
| 9EFCh | 00010111 | (17h)
| 9EFDh | 00010001 | (11h)
| 9EFEh | 00001011 | (0Bh)
| 9EFFh | 10110011 | (B3h)
| 9F00h | 11111001 | (F9h)
| 9F01h | 00000101 | (05h)
| 9F02h | 10111010 | (BAh)
| 9F03h | 10011010 | (9Ah)
| 9F04h | 00000011 | (03h)
| 9F05h | 00000011 | (03h)
| 9F06h | 00011000 | (18h)
| 9F07h | 01011101 | (5Dh)
| 9F08h | 00101111 | (2Fh)
| 9F09h | 11110011 | (F3h)
| 9F0Ah | 01111001 | (79h)
| 9F0Bh | 01111101 | (7Dh)
| 9F0Ch | 10111110 | (BEh)
| 9F0Dh | 01000001 | (41h)
| 9F0Eh | 10001010 | (8Ah)
| 9F0Fh | 11111010 | (FAh)
| 9F10h | 11011011 | (DBh)
| 9F11h | 01110010 | (72h)
| 9F12h | 10101101 | (ADh)
| 9F13h | 11100001 | (E1h)
| 9F14h | 01000110 | (46h)
| 9F15h | 00000101 | (05h)
| 9F16h | 11111101 | (FDh)
| 9F17h | 00010111 | (17h)
| 9F18h | 10001111 | (8Fh)
| 9F19h | 11011010 | (DAh)
| 9F1Ah | 01111010 | (7Ah)
| 9F1Bh | 01100100 | (64h)
| 9F1Ch | 00101000 | (28h)
| 9F1Dh | 00000100 | (04h)
| 9F1Eh | 11000001 | (C1h)
| 9F1Fh | 01110011 | (73h)
| 9F20h | 01000111 | (47h)
| 9F21h | 00010110 | (16h)
| 9F22h | 11111101 | (FDh)
| 9F23h | 10101010 | (AAh)
| 9F24h | 11001000 | (C8h)
| 9F25h | 10011100 | (9Ch)
| 9F26h | 11101010 | (EAh)
| 9F27h | 00101101 | (2Dh)
| 9F28h | 11000110 | (C6h)
| 9F29h | 11000110 | (C6h)
| 9F2Ah | 10110000 | (B0h)
| 9F2Bh | 00000011 | (03h)
| 9F2Ch | 01011000 | (58h)
| 9F2Dh | 01001101 | (4Dh)
| 9F2Eh | 11111000 | (F8h)
| 9F2Fh | 00000010 | (02h)
| 9F30h | 01011100 | (5Ch)
| 9F31h | 10111001 | (B9h)
| 9F32h | 11000111 | (C7h)
| 9F33h | 01011100 | (5Ch)
| 9F34h | 01100110 | (66h)
| 9F35h | 11011100 | (DCh)
| 9F36h | 01000110 | (46h)
| 9F37h | 11100000 | (E0h)
| 9F38h | 01001011 | (4Bh)
| 9F39h | 01111101 | (7Dh)
| 9F3Ah | 10000001 | (81h)
| 9F3Bh | 11100011 | (E3h)
| 9F3Ch | 10010000 | (90h)
| 9F3Dh | 11111011 | (FBh)
| 9F3Eh | 00010000 | (10h)
| 9F3Fh | 01111000 | (78h)
| 9F40h | 01101110 | (6Eh)
| 9F41h | 10111110 | (BEh)
| 9F42h | 10111110 | (BEh)
| 9F43h | 10000001 | (81h)
| 9F44h | 10100011 | (A3h)
| 9F45h | 01001101 | (4Dh)
| 9F46h | 11100000 | (E0h)
| 9F47h | 11110010 | (F2h)
| 9F48h | 01110000 | (70h)
| 9F49h | 11101010 | (EAh)
| 9F4Ah | 11001101 | (CDh)
| 9F4Bh | 11110001 | (F1h)
| 9F4Ch | 00000001 | (01h)
| 9F4Dh | 00011001 | (19h)
| 9F4Eh | 11110010 | (F2h)
| 9F4Fh | 00001111 | (0Fh)
| 9F50h | 00100001 | (21h)
| 9F51h | 00010110 | (16h)
| 9F52h | 00110000 | (30h)
| 9F53h | 10010011 | (93h)
| 9F54h | 00110001 | (31h)
| 9F55h | 01110010 | (72h)
| 9F56h | 10011100 | (9Ch)
| 9F57h | 00011011 | (1Bh)
| 9F58h | 10011000 | (98h)
| 9F59h | 11110101 | (F5h)
| 9F5Ah | 10011010 | (9Ah)
| 9F5Bh | 01101011 | (6Bh)
| 9F5Ch | 00001101 | (0Dh)
| 9F5Dh | 10011011 | (9Bh)
| 9F5Eh | 00011101 | (1Dh)
| 9F5Fh | 10011111 | (9Fh)
| 9F60h | 10111000 | (B8h)
| 9F61h | 10001100 | (8Ch)
| 9F62h | 00110010 | (32h)
| 9F63h | 00001110 | (0Eh)
| 9F64h | 01001110 | (4Eh)
| 9F65h | 01111001 | (79h)
| 9F66h | 10011100 | (9Ch)
| 9F67h | 00100000 | (20h)
| 9F68h | 10101000 | (A8h)
| 9F69h | 10100001 | (A1h)
| 9F6Ah | 10011110 | (9Eh)
| 9F6Bh | 00111111 | (3Fh)
| 9F6Ch | 01110001 | (71h)
| 9F6Dh | 01001010 | (4Ah)
| 9F6Eh | 10101100 | (ACh)
| 9F6Fh | 10001001 | (89h)
| 9F70h | 01111001 | (79h)
| 9F71h | 11111000 | (F8h)
| 9F72h | 01000110 | (46h)
| 9F73h | 10101000 | (A8h)
| 9F74h | 10011101 | (9Dh)
| 9F75h | 10010110 | (96h)
| 9F76h | 01100111 | (67h)
| 9F77h | 01001111 | (4Fh)
| 9F78h | 01000010 | (42h)
| 9F79h | 01011011 | (5Bh)
| 9F7Ah | 11010100 | (D4h)
| 9F7Bh | 10110011 | (B3h)
| 9F7Ch | 00101000 | (28h)
| 9F7Dh | 00011000 | (18h)
| 9F7Eh | 01001111 | (4Fh)
| 9F7Fh | 11010000 | (D0h)
| 9F80h | 11000011 | (C3h)
| 9F81h | 10011001 | (99h)
| 9F82h | 11101100 | (ECh)
| 9F83h | 01001010 | (4Ah)
| 9F84h | 00001110 | (0Eh)
| 9F85h | 11000100 | (C4h)
| 9F86h | 11000111 | (C7h)
| 9F87h | 11100000 | (E0h)
| 9F88h | 10011010 | (9Ah)
| 9F89h | 00000001 | (01h)
| 9F8Ah | 01101110 | (6Eh)
| 9F8Bh | 10111101 | (BDh)
| 9F8Ch | 10010100 | (94h)
| 9F8Dh | 01110111 | (77h)
| 9F8Eh | 01011010 | (5Ah)
| 9F8Fh | 10111111 | (BFh)
| 9F90h | 10101111 | (AFh)
| 9F91h | 11001101 | (CDh)
| 9F92h | 01011000 | (58h)
| 9F93h | 00010000 | (10h)
| 9F94h | 11011101 | (DDh)
| 9F95h | 01110110 | (76h)
| 9F96h | 10000000 | (80h)
| 9F97h | 10001001 | (89h)
| 9F98h | 01110000 | (70h)
| 9F99h | 00010100 | (14h)
| 9F9Ah | 11000001 | (C1h)
| 9F9Bh | 00010111 | (17h)
| 9F9Ch | 00010010 | (12h)
| 9F9Dh | 11110010 | (F2h)
| 9F9Eh | 10111101 | (BDh)
| 9F9Fh | 01001100 | (4Ch)
| 9FA0h | 00010001 | (11h)
| 9FA1h | 00010011 | (13h)
| 9FA2h | 10011111 | (9Fh)
| 9FA3h | 01001011 | (4Bh)
| 9FA4h | 00100100 | (24h)
| 9FA5h | 11001011 | (CBh)
| 9FA6h | 00111101 | (3Dh)
| 9FA7h | 10011010 | (9Ah)
| 9FA8h | 10100011 | (A3h)
| 9FA9h | 11111000 | (F8h)
| 9FAAh | 01000011 | (43h)
| 9FABh | 10001110 | (8Eh)
| 9FACh | 01100010 | (62h)
| 9FADh | 01001010 | (4Ah)
| 9FAEh | 01011001 | (59h)
| 9FAFh | 00100001 | (21h)
| 9FB0h | 01001100 | (4Ch)
| 9FB1h | 10000011 | (83h)
| 9FB2h | 11111110 | (FEh)
| 9FB3h | 01111101 | (7Dh)
| 9FB4h | 10110101 | (B5h)
| 9FB5h | 10011100 | (9Ch)
| 9FB6h | 11111011 | (FBh)
| 9FB7h | 11010101 | (D5h)
| 9FB8h | 11010111 | (D7h)
| 9FB9h | 00101111 | (2Fh)
| 9FBAh | 11100011 | (E3h)
| 9FBBh | 00010101 | (15h)
| 9FBCh | 11110100 | (F4h)
| 9FBDh | 10000001 | (81h)
| 9FBEh | 11110111 | (F7h)
| 9FBFh | 00111000 | (38h)
| 9FC0h | 01101111 | (6Fh)
| 9FC1h | 11011010 | (DAh)
| 9FC2h | 11101111 | (EFh)
| 9FC3h | 10001100 | (8Ch)
| 9FC4h | 11001011 | (CBh)
| 9FC5h | 10001001 | (89h)
| 9FC6h | 11010011 | (D3h)
| 9FC7h | 10111001 | (B9h)
| 9FC8h | 00101101 | (2Dh)
| 9FC9h | 01111101 | (7Dh)
| 9FCAh | 00100001 | (21h)
| 9FCBh | 01101101 | (6Dh)
| 9FCCh | 01001101 | (4Dh)
| 9FCDh | 11101001 | (E9h)
| 9FCEh | 01001110 | (4Eh)
| 9FCFh | 11011001 | (D9h)
| 9FD0h | 11111111 | (FFh)
| 9FD1h | 00001011 | (0Bh)
| 9FD2h | 10011110 | (9Eh)
| 9FD3h | 01000110 | (46h)
| 9FD4h | 00110000 | (30h)
| 9FD5h | 01010111 | (57h)
| 9FD6h | 11111101 | (FDh)
| 9FD7h | 10101011 | (ABh)
| 9FD8h | 10101100 | (ACh)
| 9FD9h | 01111010 | (7Ah)
| 9FDAh | 11110100 | (F4h)
| 9FDBh | 01100111 | (67h)
| 9FDCh | 11010100 | (D4h)
| 9FDDh | 00001001 | (09h)
| 9FDEh | 01000000 | (40h)
| 9FDFh | 11111000 | (F8h)
| 9FE0h | 01111111 | (7Fh)
| 9FE1h | 00111000 | (38h)
| 9FE2h | 10011001 | (99h)
| 9FE3h | 00101111 | (2Fh)
| 9FE4h | 00010101 | (15h)
| 9FE5h | 00000101 | (05h)
| 9FE6h | 11001001 | (C9h)
| 9FE7h | 01000101 | (45h)
| 9FE8h | 11000101 | (C5h)
| 9FE9h | 11110110 | (F6h)
| 9FEAh | 00110100 | (34h)
| 9FEBh | 00000000 | (00h)
| 9FECh | 11011110 | (DEh)
| 9FEDh | 11010001 | (D1h)
| 9FEEh | 01111000 | (78h)
| 9FEFh | 01011110 | (5Eh)
| 9FF0h | 01110111 | (77h)
| 9FF1h | 01000010 | (42h)
| 9FF2h | 10111011 | (BBh)
| 9FF3h | 10000101 | (85h)
| 9FF4h | 01010010 | (52h)
| 9FF5h | 01000100 | (44h)
| 9FF6h | 10110000 | (B0h)
| 9FF7h | 01100010 | (62h)
| 9FF8h | 01000011 | (43h)
| 9FF9h | 00011010 | (1Ah)
| 9FFAh | 00010011 | (13h)
| 9FFBh | 01011000 | (58h)
